default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings_account/bonds,present_emp_since,installment_as_income_perc,personal_status_sex,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
1,2,9,4,(vacation - does not exist?),1501,1,5,2,2,1,3,3,34,3,own,2,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,4,6,4,domestic appliances,1382,1,3,1,2,1,1,3,28,3,own,2,skilled employee / official,1,2,1
1,2,12,2,radio/television,951,2,2,4,2,1,4,3,27,1,rent,4,skilled employee / official,1,1,1
0,2,24,2,car (used),2760,5,5,4,3,1,4,4,36,1,for free,1,skilled employee / official,1,2,1
1,2,18,3,radio/television,4297,1,5,4,1,1,3,4,40,3,own,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,4,9,4,(vacation - does not exist?),936,3,5,4,3,1,2,3,52,3,own,2,skilled employee / official,1,2,1
0,1,12,2,car (new),1168,1,3,4,4,1,3,1,27,3,own,1,unskilled - resident,1,1,1
0,4,27,3,business,5117,1,4,3,3,1,4,3,26,3,own,2,skilled employee / official,1,1,1
1,1,12,2,retraining,902,1,4,4,4,1,4,2,21,3,rent,1,skilled employee / official,1,1,1
0,4,12,4,car (new),1495,1,5,4,3,1,1,1,38,3,own,2,unskilled - resident,2,1,1
0,1,30,4,car (used),10623,1,5,3,3,1,4,4,38,3,for free,3,management/ self-employed/ highly qualified employee/ officer,2,2,1
0,4,12,4,radio/television,1935,1,5,4,3,1,4,1,43,3,own,3,skilled employee / official,1,2,1
0,2,12,4,repairs,1424,1,4,4,3,1,3,2,26,3,own,1,skilled employee / official,1,1,1
0,1,24,2,business,6568,1,3,2,4,1,2,3,21,2,own,1,unskilled - resident,1,1,1
0,4,12,2,car (used),1413,4,4,3,3,1,2,2,55,3,own,1,skilled employee / official,1,1,2
0,4,9,4,domestic appliances,3074,5,3,1,3,1,2,1,33,3,own,2,skilled employee / official,2,1,1
0,4,36,2,domestic appliances,3835,5,5,2,2,1,4,1,45,3,own,1,unskilled - resident,1,2,1
1,1,27,0,business,5293,1,1,2,3,1,4,2,50,2,own,2,skilled employee / official,1,2,1
1,3,30,3,business,1908,1,5,4,3,1,4,1,66,3,own,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,4,36,4,domestic appliances,3342,5,5,4,3,1,2,3,51,3,own,1,skilled employee / official,1,2,1
0,2,6,4,retraining,932,5,4,1,2,1,3,2,39,3,own,2,unskilled - resident,1,1,1
0,1,18,0,business,3104,1,4,3,3,1,1,2,31,1,own,1,skilled employee / official,1,2,1
0,3,36,2,domestic appliances,3913,1,3,2,3,1,2,1,23,3,own,1,skilled employee / official,1,2,1
0,1,24,2,radio/television,3021,1,3,2,1,1,2,1,24,3,rent,1,unskilled - resident,1,1,1
0,4,10,2,car (new),1364,1,3,2,2,1,4,3,64,3,own,1,skilled employee / official,1,2,1
0,2,12,2,domestic appliances,625,1,2,4,4,0,1,1,26,1,own,1,unskilled - resident,1,1,1
0,1,12,2,(vacation - does not exist?),1200,5,3,4,2,1,4,2,23,1,rent,1,skilled employee / official,1,2,1
0,4,12,2,domestic appliances,707,1,3,4,3,1,2,1,30,1,own,2,skilled employee / official,1,1,1
0,4,24,3,business,2978,5,3,4,3,1,4,1,32,3,own,2,skilled employee / official,2,2,1
0,4,15,2,car (used),4657,1,3,3,3,1,2,3,30,3,own,1,skilled employee / official,1,2,1
0,4,36,0,education,2613,1,3,4,3,1,2,3,27,3,own,2,skilled employee / official,1,1,1
1,2,48,2,domestic appliances,10961,4,4,1,3,0,2,4,27,1,own,2,skilled employee / official,1,2,1
1,1,12,2,radio/television,7865,1,5,4,3,1,4,4,53,3,for free,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
1,4,9,2,domestic appliances,1478,1,4,4,3,1,2,3,22,3,own,1,skilled employee / official,1,1,1
0,1,24,2,radio/television,3149,1,2,4,3,1,1,4,22,1,for free,1,skilled employee / official,1,1,1
1,3,36,2,domestic appliances,4210,1,3,4,3,1,2,3,26,3,own,1,skilled employee / official,1,1,1
0,4,9,2,car (new),2507,3,5,2,3,1,4,4,51,3,for free,1,unskilled - resident,1,1,1
0,4,12,2,domestic appliances,2141,2,4,3,3,1,1,4,35,3,own,1,skilled employee / official,1,1,1
0,2,18,2,domestic appliances,866,1,3,4,4,0,2,1,25,3,own,1,unskilled - resident,1,1,1
0,4,4,4,domestic appliances,1544,1,4,2,3,1,1,1,42,3,own,3,unskilled - resident,2,1,1
1,1,24,2,domestic appliances,1823,1,1,4,3,1,2,3,30,2,own,1,management/ self-employed/ highly qualified employee/ officer,2,1,1
1,2,6,2,car (new),14555,5,1,1,3,1,2,2,23,3,own,1,unemployed/ unskilled - non-resident,1,2,1
1,2,21,2,business,2767,2,5,4,1,1,2,3,61,1,rent,2,unskilled - resident,1,1,1
0,4,12,4,domestic appliances,1291,1,3,4,2,1,2,2,35,3,own,2,skilled employee / official,1,1,1
0,1,30,2,domestic appliances,2522,1,5,1,3,0,3,2,39,3,own,1,skilled employee / official,2,1,1
1,1,24,2,car (new),915,5,5,4,2,1,2,3,29,1,own,1,skilled employee / official,1,1,1
0,4,6,2,domestic appliances,1595,1,4,3,3,1,2,2,51,3,own,1,skilled employee / official,2,1,1
1,1,48,0,car (used),4605,1,5,3,3,1,4,4,24,3,for free,2,skilled employee / official,2,1,1
0,4,12,4,business,1185,1,3,3,2,1,2,1,27,3,own,2,skilled employee / official,1,1,1
0,4,12,1,retraining,3447,3,3,4,2,1,3,1,35,3,own,1,unskilled - resident,2,1,1
0,4,24,2,business,1258,1,4,4,3,1,1,1,25,3,own,1,skilled employee / official,1,2,1
0,4,12,4,domestic appliances,717,1,5,4,3,1,4,1,52,3,own,3,skilled employee / official,1,1,1
0,4,6,0,car (new),1204,2,3,4,3,1,1,4,35,1,rent,1,skilled employee / official,1,1,2
0,3,24,2,radio/television,1925,1,3,2,3,1,2,1,26,3,own,1,skilled employee / official,1,1,1
1,4,18,2,domestic appliances,433,1,1,3,2,0,4,1,22,3,rent,1,skilled employee / official,1,1,1
0,1,6,4,car (new),666,4,4,3,2,1,4,1,39,3,own,2,unskilled - resident,1,2,1
0,3,12,2,radio/television,2251,1,3,1,2,1,2,3,46,3,own,1,unskilled - resident,1,1,1
1,2,30,2,car (new),2150,1,3,4,2,0,2,4,24,1,own,1,skilled employee / official,1,1,1
0,4,24,3,radio/television,4151,2,3,2,3,1,3,2,35,3,own,2,skilled employee / official,1,1,1
0,2,9,2,radio/television,2030,5,4,2,3,1,1,3,24,3,own,1,skilled employee / official,1,2,1
0,2,60,3,domestic appliances,7418,5,3,1,3,1,1,1,27,3,own,1,unskilled - resident,1,1,1
0,4,24,4,domestic appliances,2684,1,3,4,3,1,2,1,35,3,own,2,unskilled - resident,1,1,1
1,1,12,1,domestic appliances,2149,1,3,4,1,1,1,4,29,3,for free,1,skilled employee / official,1,1,1
0,4,15,2,car (used),3812,2,2,1,2,1,4,3,23,3,own,1,skilled employee / official,1,2,1
0,4,11,4,domestic appliances,1154,2,1,4,2,1,4,1,57,3,own,3,unskilled - resident,1,1,1
0,1,12,2,radio/television,1657,1,3,2,3,1,2,1,27,3,own,1,skilled employee / official,1,1,1
0,1,24,2,domestic appliances,1603,1,5,4,2,1,4,3,55,3,own,1,skilled employee / official,1,1,1
0,1,18,4,car (new),5302,1,5,2,3,1,4,4,36,3,for free,3,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,4,12,4,(vacation - does not exist?),2748,1,5,2,2,1,4,4,57,1,for free,3,unskilled - resident,1,1,1
0,4,10,4,car (new),1231,1,5,3,3,1,4,1,32,3,own,2,unskilled - resident,2,1,2
1,2,15,2,domestic appliances,802,1,5,4,3,1,3,3,37,3,own,1,skilled employee / official,2,1,1
0,4,36,4,business,6304,5,5,4,3,1,4,1,36,3,own,2,skilled employee / official,1,1,1
0,4,24,2,domestic appliances,1533,1,2,4,2,1,3,3,38,2,own,1,skilled employee / official,1,2,1
1,1,14,2,car (new),8978,1,5,1,1,1,4,2,45,3,own,1,management/ self-employed/ highly qualified employee/ officer,1,2,2
0,4,24,2,domestic appliances,999,5,5,4,3,1,2,3,25,3,own,2,skilled employee / official,1,1,1
0,4,18,2,car (new),2662,5,4,4,3,1,3,2,32,3,own,1,skilled employee / official,1,1,2
0,4,12,4,radio/television,1402,3,4,3,2,1,4,3,37,3,rent,1,skilled employee / official,1,2,1
0,2,48,1,car (new),12169,5,1,4,3,0,4,4,36,3,for free,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
1,2,48,2,domestic appliances,3060,1,4,4,3,1,4,1,28,3,own,2,skilled employee / official,1,1,1
1,1,30,2,education,11998,1,2,1,1,1,1,4,34,3,own,1,unskilled - resident,1,2,1
0,4,9,2,domestic appliances,2697,1,3,1,3,1,2,1,32,3,own,1,skilled employee / official,2,1,1
0,4,18,4,domestic appliances,2404,1,3,2,2,1,2,3,26,3,own,2,skilled employee / official,1,1,1
0,1,12,2,radio/television,1262,5,5,2,1,1,4,2,49,3,own,1,unskilled - resident,1,2,1
1,4,6,2,radio/television,4611,1,2,1,2,1,4,2,32,3,own,1,skilled employee / official,1,1,1
0,4,24,2,domestic appliances,1901,2,3,4,3,1,4,3,29,3,rent,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,4,15,4,car (used),3368,4,5,3,3,1,4,4,23,3,rent,2,skilled employee / official,1,2,1
0,4,12,2,radio/television,1574,1,3,4,3,1,2,1,50,3,own,1,skilled employee / official,1,1,1
0,3,18,1,domestic appliances,1445,5,4,4,3,1,4,3,49,1,own,1,unskilled - resident,1,1,1
0,4,15,4,radio/television,1520,5,5,4,3,1,4,2,63,3,own,1,skilled employee / official,1,1,1
0,2,24,4,car (new),3878,2,2,4,1,1,2,3,37,3,own,1,skilled employee / official,1,2,1
0,1,47,2,car (new),10722,1,2,1,2,1,1,1,35,3,own,1,unskilled - resident,1,2,1
0,1,48,2,car (used),4788,1,4,4,3,1,3,2,26,3,own,1,skilled employee / official,2,1,1
0,2,48,3,furniture/equipment,7582,2,1,2,3,1,4,4,31,3,for free,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,2,12,2,domestic appliances,1092,1,3,4,2,0,4,1,49,3,own,2,skilled employee / official,1,2,1
1,1,24,3,domestic appliances,1024,1,2,4,4,1,4,1,48,2,own,1,skilled employee / official,1,1,1
0,4,12,2,business,1076,1,3,2,4,1,2,1,26,3,own,1,skilled employee / official,1,2,2
1,2,36,2,car (used),9398,1,2,1,4,1,4,3,28,3,rent,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,1,24,4,car (used),6419,1,5,2,2,1,4,4,44,3,for free,2,management/ self-employed/ highly qualified employee/ officer,2,2,1
0,3,42,4,car (used),4796,1,5,4,3,1,4,4,56,3,for free,1,skilled employee / official,1,1,1
0,4,48,4,business,7629,5,5,4,1,1,2,3,46,1,own,2,management/ self-employed/ highly qualified employee/ officer,2,1,1
1,2,48,2,radio/television,9960,1,2,1,2,1,2,3,26,3,own,1,skilled employee / official,1,2,1
0,4,12,2,car (used),4675,5,2,1,2,1,4,3,20,3,rent,1,skilled employee / official,1,1,1
0,4,10,2,car (new),1287,5,5,4,3,0,2,2,45,3,own,1,unskilled - resident,1,1,2
0,4,18,2,radio/television,2515,1,3,3,3,1,4,1,43,3,own,1,skilled employee / official,1,2,1
0,2,21,4,radio/television,2745,4,4,3,3,1,2,3,32,3,own,2,skilled employee / official,1,2,1
0,4,6,2,car (new),672,1,1,1,2,1,4,1,54,3,own,1,unemployed/ unskilled - non-resident,1,2,1
1,2,36,0,domestic appliances,3804,1,3,4,2,1,1,3,42,3,own,1,skilled employee / official,1,2,1
1,3,24,4,car (new),1344,5,4,4,3,1,2,1,37,1,own,2,unskilled - resident,2,1,1
0,1,10,4,car (new),1038,1,4,4,3,0,3,2,49,3,own,2,skilled employee / official,1,2,1
1,4,48,4,car (new),10127,3,3,2,3,1,2,4,44,1,for free,1,skilled employee / official,1,1,1
0,4,6,2,radio/television,1543,4,3,4,1,1,2,1,33,3,own,1,skilled employee / official,1,1,1
0,4,30,2,car (used),4811,5,4,2,2,1,4,2,24,2,rent,1,unskilled - resident,1,1,1
1,1,12,2,domestic appliances,727,2,2,4,4,1,3,4,33,3,own,1,unskilled - resident,1,2,1
1,2,8,2,radio/television,1237,1,3,3,2,1,4,1,24,3,own,1,skilled employee / official,1,1,1
0,2,9,2,car (new),276,1,3,4,4,1,4,1,22,3,rent,1,unskilled - resident,1,1,1
0,2,48,2,furniture/equipment,5381,5,1,3,3,1,4,4,40,1,for free,1,unemployed/ unskilled - non-resident,1,2,1
0,4,24,2,radio/television,5511,2,3,4,3,1,1,3,25,2,own,1,skilled employee / official,1,1,1
0,3,24,2,radio/television,3749,1,2,2,2,1,4,3,26,3,own,1,skilled employee / official,1,1,1
1,2,12,2,car (new),685,1,4,2,4,1,3,3,25,1,own,1,unskilled - resident,1,1,1
0,3,4,2,car (new),1494,5,2,1,3,1,2,1,29,3,own,1,unskilled - resident,2,1,2
1,1,36,1,radio/television,2746,1,5,4,3,1,4,3,31,1,own,1,skilled employee / official,1,1,1
0,1,12,2,radio/television,708,1,3,2,3,0,3,2,38,3,own,1,unskilled - resident,2,1,1
0,2,24,2,radio/television,4351,5,3,1,2,1,4,2,48,3,own,1,unskilled - resident,1,2,1
0,4,12,4,(vacation - does not exist?),701,1,3,4,3,1,2,3,32,3,own,2,skilled employee / official,1,1,1
0,1,15,3,radio/television,3643,1,5,1,2,1,4,2,27,3,own,2,unskilled - resident,1,1,1
1,2,30,4,car (new),4249,1,1,4,4,1,2,3,28,3,own,2,management/ self-employed/ highly qualified employee/ officer,1,1,1
1,1,24,2,domestic appliances,1938,1,2,4,1,1,3,2,32,3,own,1,skilled employee / official,1,1,1
0,1,24,2,car (used),2910,1,4,2,3,1,1,4,34,3,for free,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,1,18,2,radio/television,2659,4,3,4,3,1,2,3,28,3,own,1,skilled employee / official,1,1,1
0,4,18,4,car (new),1028,1,3,4,2,1,3,1,36,3,own,2,skilled employee / official,1,1,1
0,1,8,4,car (new),3398,1,4,1,3,1,4,1,39,3,own,2,unskilled - resident,1,1,2
0,4,12,4,radio/television,5801,5,5,2,3,1,4,2,49,3,rent,1,skilled employee / official,1,2,1
0,4,24,2,car (new),1525,4,4,4,2,1,3,3,34,3,own,1,skilled employee / official,2,2,1
0,3,36,2,domestic appliances,4473,1,5,4,3,1,2,3,31,3,own,1,skilled employee / official,1,1,1
0,2,6,2,domestic appliances,1068,1,5,4,3,1,4,3,28,3,own,1,skilled employee / official,2,1,1
0,1,24,4,car (used),6615,1,1,2,3,1,4,4,75,3,for free,2,management/ self-employed/ highly qualified employee/ officer,1,2,1
1,4,18,4,(vacation - does not exist?),1864,2,3,4,2,1,2,1,30,3,own,2,skilled employee / official,1,1,1
1,2,60,2,car (new),7408,2,2,4,2,1,2,2,24,3,own,1,management/ self-employed/ highly qualified employee/ officer,1,1,1
1,4,48,4,car (used),11590,2,3,2,2,1,4,3,24,1,rent,2,unskilled - resident,1,1,1
1,1,24,0,radio/television,4110,1,5,3,3,1,4,4,23,1,rent,2,skilled employee / official,2,1,1
1,1,6,4,radio/television,3384,1,3,1,1,1,4,1,44,3,rent,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,2,13,2,domestic appliances,2101,1,2,2,2,0,4,2,23,3,own,1,unskilled - resident,1,1,1
1,1,15,2,repairs,1275,5,3,4,2,1,2,3,24,3,rent,1,skilled employee / official,1,1,1
0,1,24,2,radio/television,4169,1,3,4,3,1,4,2,28,3,own,1,skilled employee / official,1,1,1
0,2,10,2,radio/television,1521,1,3,4,1,1,2,3,31,3,own,1,unskilled - resident,1,1,1
0,2,24,4,(vacation - does not exist?),5743,1,2,2,2,1,4,4,24,3,for free,2,skilled employee / official,1,2,1
0,1,21,2,radio/television,3599,1,4,1,2,1,4,3,26,3,rent,1,unskilled - resident,1,1,1
0,2,18,2,domestic appliances,3213,3,2,1,4,1,3,1,25,3,rent,1,skilled employee / official,1,1,1
0,2,18,2,business,4439,1,5,1,3,0,1,1,33,1,own,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,3,10,2,car (new),3949,1,2,1,3,0,1,2,37,3,own,1,unskilled - resident,2,1,1
0,4,15,4,domestic appliances,1459,1,3,4,2,1,2,3,43,3,own,1,unskilled - resident,1,1,1
0,2,13,4,domestic appliances,882,1,2,4,3,0,4,1,23,3,own,2,skilled employee / official,1,1,1
0,2,24,2,domestic appliances,3758,3,1,1,2,1,4,4,23,3,rent,1,unemployed/ unskilled - non-resident,1,1,1
0,4,6,3,business,1743,2,3,1,3,1,2,1,34,3,own,2,unskilled - resident,1,1,1
1,2,9,4,(vacation - does not exist?),1136,4,5,4,3,1,3,4,32,3,for free,2,skilled employee / official,2,1,1
0,4,9,2,repairs,1236,1,2,1,2,1,4,1,23,3,rent,1,skilled employee / official,1,2,1
1,2,9,2,radio/television,959,1,3,1,2,1,2,3,29,3,own,1,skilled employee / official,1,1,2
0,4,18,4,car (used),3229,5,1,2,3,1,4,4,38,3,own,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
1,1,12,0,domestic appliances,6199,1,3,4,3,1,2,2,28,3,rent,2,skilled employee / official,1,2,1
0,4,10,2,(vacation - does not exist?),727,3,5,4,3,1,4,4,46,3,for free,1,skilled employee / official,1,2,1
1,2,24,2,car (new),1246,1,2,4,3,1,2,1,23,2,own,1,unskilled - resident,1,1,1
0,4,12,4,domestic appliances,2331,5,5,1,3,0,4,1,49,3,own,1,skilled employee / official,1,2,1
1,4,36,3,domestic appliances,4463,1,3,4,3,1,2,3,26,3,own,2,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,4,12,2,domestic appliances,776,1,3,4,4,1,2,1,28,3,own,1,skilled employee / official,1,1,1
1,1,30,2,radio/television,2406,1,4,4,2,1,4,1,23,3,rent,1,skilled employee / official,1,1,1
0,2,18,2,(vacation - does not exist?),1239,5,3,4,3,1,4,4,61,3,for free,1,skilled employee / official,1,1,1
0,3,12,2,domestic appliances,3399,5,5,2,3,1,3,3,37,3,own,1,management/ self-employed/ highly qualified employee/ officer,1,1,1
0,3,12,3,car (new),2247,1,3,2,2,1,2,3,36,2,own,2,skilled employee / official,1,2,1
0,4,6,2,radio/television,1766,1,3,1,4,1,2,2,21,3,rent,1,skilled employee / official,1,1,1
1,1,18,2,radio/television,2473,1,1,4,3,1,1,3,25,3,own,1,unemployed/ unskilled - non-resident,1,1,1
0,4,12,2,business,1542,1,4,2,3,1,4,3,36,3,own,1,skilled employee / official,1,2,1
0,4,18,4,car (used),3850,1,4,3,3,1,1,3,27,3,own,2,skilled employee / official,1,1,1
0,1,18,2,radio/television,3650,1,2,1,2,1,4,3,22,3,rent,1,skilled employee / official,1,1,1
1,1,36,2,radio/television,3446,1,5,4,3,1,2,3,42,3,own,1,skilled employee / official,2,1,1
0,2,18,2,radio/television,3001,1,4,2,2,1,4,1,40,3,rent,1,skilled employee / official,1,1,1
0,4,36,2,car (new),3079,5,3,4,3,1,4,1,36,3,own,1,skilled employee / official,1,1,1
0,4,18,4,domestic appliances,6070,1,5,3,3,1,4,3,33,3,own,2,skilled employee / official,1,2,1
0,4,10,4,radio/television,2146,1,2,1,2,1,3,1,23,3,rent,2,skilled employee / official,1,1,1
0,4,60,4,car (new),13756,5,5,2,3,1,4,4,63,1,for free,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
1,2,60,1,furniture/equipment,14782,2,5,3,2,1,4,4,60,1,for free,2,management/ self-employed/ highly qualified employee/ officer,1,2,1
1,1,48,1,business,7685,1,4,2,2,0,4,3,37,3,rent,1,skilled employee / official,1,1,1
0,4,18,3,domestic appliances,2320,1,1,2,4,1,3,1,34,3,own,2,skilled employee / official,1,1,1
0,4,7,3,domestic appliances,846,5,5,3,3,1,4,4,36,3,for free,1,skilled employee / official,1,1,1
1,2,36,2,car (new),14318,1,5,4,3,1,2,4,57,3,for free,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,4,6,4,car (new),362,2,3,4,2,1,4,3,52,3,own,2,unskilled - resident,1,1,1
0,1,20,2,radio/television,2212,5,4,4,3,1,4,3,39,3,own,1,skilled employee / official,1,2,1
1,2,18,2,car (used),12976,1,1,3,2,1,4,4,38,3,for free,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,4,22,2,car (new),1283,5,4,4,2,1,4,2,25,3,rent,1,skilled employee / official,1,1,1
0,3,12,2,car (new),1330,1,2,4,3,1,1,1,26,3,own,1,skilled employee / official,1,1,1
0,4,30,3,business,4272,2,3,2,3,1,2,2,26,3,own,2,unskilled - resident,1,1,1
0,4,18,4,domestic appliances,2238,1,3,2,2,1,1,3,25,3,own,2,skilled employee / official,1,1,1
0,4,18,2,domestic appliances,1126,5,2,4,2,1,2,1,21,3,rent,1,skilled employee / official,1,2,1
0,2,18,4,radio/television,7374,1,1,4,3,1,4,2,40,2,own,2,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,2,15,4,business,2326,3,3,2,3,1,4,3,27,1,own,1,skilled employee / official,1,1,1
0,4,9,2,business,1449,1,4,3,2,1,2,3,27,3,own,2,skilled employee / official,1,1,1
0,4,18,2,car (new),1820,1,3,2,4,1,2,2,30,3,own,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,2,12,2,radio/television,983,4,2,1,2,1,4,1,19,3,rent,1,unskilled - resident,1,1,1
0,1,36,2,car (new),3249,1,4,2,3,1,4,4,39,1,for free,1,management/ self-employed/ highly qualified employee/ officer,2,2,1
0,1,6,4,domestic appliances,1957,1,4,1,2,1,4,3,31,3,own,1,skilled employee / official,1,1,1
