default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings_account/bonds,present_emp_since,installment_as_income_perc,personal_status_sex,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
1,1,24,2,car (new),1442,1,4,4,2,1,4,3,23,3,rent,2,skilled employee / official,1,1,1
1,2,24,0,business,4241,1,3,1,3,1,4,1,36,3,own,3,unskilled - resident,1,2,1
1,4,18,4,car (new),2775,1,4,2,3,1,2,2,31,1,own,2,skilled employee / official,1,1,1
0,4,24,3,business,3863,1,3,1,3,1,2,4,32,3,for free,1,skilled employee / official,1,1,1
0,2,7,2,domestic appliances,2329,1,2,1,2,0,1,1,45,3,own,1,skilled employee / official,1,1,1
1,2,9,2,radio/television,918,1,3,4,2,1,1,2,30,3,own,1,skilled employee / official,1,1,1
1,2,24,1,(vacation - does not exist?),1837,1,4,4,2,1,4,4,34,1,for free,1,unskilled - resident,1,1,1
1,4,36,2,radio/television,3349,1,3,4,2,1,2,3,28,3,own,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,3,10,2,radio/television,1275,1,2,4,2,1,2,2,23,3,own,1,skilled employee / official,1,1,1
0,1,24,1,radio/television,2828,3,3,4,3,1,4,1,22,2,own,1,skilled employee / official,1,2,1
0,4,24,4,business,4526,1,3,3,3,1,2,1,74,3,own,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
1,2,36,2,domestic appliances,2671,2,3,4,2,0,4,4,50,3,for free,1,skilled employee / official,1,1,1
0,4,18,2,domestic appliances,2051,1,2,4,3,1,1,1,33,3,own,1,skilled employee / official,1,1,1
0,4,15,2,car (used),1300,5,5,4,3,1,4,4,45,1,for free,1,skilled employee / official,2,1,1
1,1,12,2,repairs,741,2,1,4,2,1,3,2,22,3,own,1,skilled employee / official,1,1,1
1,3,10,2,car (new),1240,2,5,1,2,1,4,4,48,3,for free,1,unskilled - resident,2,1,1
0,1,21,2,domestic appliances,3357,4,2,4,2,1,2,3,29,1,own,1,skilled employee / official,1,1,1
0,1,24,1,car (used),3632,1,3,1,2,0,4,3,22,1,rent,1,skilled employee / official,1,1,2
1,4,18,3,radio/television,1808,1,4,4,2,1,1,1,22,3,own,1,skilled employee / official,1,1,1
0,2,48,0,business,12204,5,3,2,3,1,2,3,48,1,own,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,2,60,3,domestic appliances,9157,5,3,2,3,1,2,4,27,3,for free,1,management/ self-employed/ highly qualified employee/ officer,1,1,1
0,1,6,4,car (new),3676,1,3,1,3,1,3,1,37,3,rent,3,skilled employee / official,2,1,1
1,2,30,2,radio/television,3441,2,3,2,2,0,4,3,21,3,rent,1,skilled employee / official,1,1,1
0,4,12,2,car (new),640,1,3,4,1,1,2,1,49,3,own,1,unskilled - resident,1,1,1
0,2,21,4,business,3652,1,4,2,3,1,3,2,27,3,own,2,skilled employee / official,1,1,1
1,4,18,4,car (new),1530,1,3,3,3,1,2,2,32,1,own,2,skilled employee / official,1,1,1
1,4,48,2,business,3914,5,3,4,1,1,2,1,38,1,own,1,skilled employee / official,1,1,1
0,1,12,2,radio/television,1858,1,2,4,2,1,1,3,22,3,rent,1,skilled employee / official,1,1,1
1,1,18,2,domestic appliances,2600,1,3,4,3,1,4,4,65,3,for free,2,skilled employee / official,1,1,1
0,4,15,2,domestic appliances,1979,5,5,4,3,1,2,3,35,3,own,1,skilled employee / official,1,1,1
0,3,6,2,radio/television,2116,1,3,2,3,1,2,1,41,3,own,1,skilled employee / official,1,2,1
1,2,9,1,car (new),1437,2,4,2,3,1,3,4,29,3,own,1,skilled employee / official,1,1,1
0,4,42,4,radio/television,4042,3,3,4,3,1,4,1,36,3,own,2,skilled employee / official,1,2,1
0,4,9,2,(vacation - does not exist?),3832,5,5,1,3,1,4,1,64,3,own,1,unskilled - resident,1,1,1
0,1,24,2,domestic appliances,3660,1,3,2,2,1,4,3,28,3,own,1,skilled employee / official,1,1,1
1,1,18,1,radio/television,1553,1,3,4,3,1,3,3,44,1,own,1,skilled employee / official,1,1,1
0,2,15,2,domestic appliances,1444,5,2,4,3,1,1,2,23,3,own,1,skilled employee / official,1,1,1
1,4,9,2,radio/television,1980,1,2,2,2,0,2,3,19,3,rent,2,skilled employee / official,1,1,1
1,2,24,2,car (new),1355,1,2,3,2,1,4,3,25,3,own,1,unskilled - resident,1,2,1
0,4,12,2,(vacation - does not exist?),1393,1,5,4,3,1,4,2,47,1,own,3,skilled employee / official,2,2,1
0,4,24,2,domestic appliances,1376,3,4,4,2,1,1,3,28,3,own,1,skilled employee / official,1,1,1
0,4,60,3,domestic appliances,15653,1,4,2,3,1,4,3,21,3,own,2,skilled employee / official,1,2,1
0,4,12,2,domestic appliances,1493,1,2,4,2,1,3,3,34,3,own,1,skilled employee / official,2,1,1
1,1,42,3,domestic appliances,4370,1,4,3,3,1,2,2,26,1,own,2,skilled employee / official,2,2,1
1,1,18,2,(vacation - does not exist?),750,1,1,4,2,1,1,1,27,3,own,1,unemployed/ unskilled - non-resident,1,1,1
0,2,15,2,education,1308,1,5,4,3,1,4,3,38,3,own,2,unskilled - resident,1,1,1
1,4,15,2,(vacation - does not exist?),4623,2,3,3,3,1,2,2,40,3,own,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,4,24,4,domestic appliances,1851,1,4,4,4,0,2,3,33,3,own,2,skilled employee / official,1,2,1
0,1,18,4,domestic appliances,1880,1,4,4,4,1,1,2,32,3,own,2,management/ self-employed/ highly qualified employee/ officer,1,2,1
1,4,36,3,business,7980,5,2,4,3,1,4,3,27,3,rent,2,skilled employee / official,1,2,1
0,1,30,0,radio/television,4583,1,3,2,1,0,2,1,32,3,own,2,skilled employee / official,1,1,1
1,4,12,2,car (new),1386,3,3,2,2,1,2,2,26,3,own,1,skilled employee / official,1,1,1
1,3,24,2,car (new),947,1,4,4,3,1,3,4,38,1,for free,1,skilled employee / official,2,1,1
1,1,12,2,(vacation - does not exist?),684,1,3,4,3,1,4,3,40,3,rent,1,unskilled - resident,2,1,1
0,1,48,2,(vacation - does not exist?),7476,1,4,4,3,1,1,4,50,3,for free,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
1,2,12,2,radio/television,1922,1,3,4,3,1,2,2,37,3,own,1,unskilled - resident,1,1,1
1,1,24,2,car (new),2303,1,5,4,3,0,1,1,45,3,own,1,skilled employee / official,1,1,1
1,2,36,3,car (new),8086,2,5,2,3,1,4,3,42,3,own,4,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,4,24,4,car (used),2346,1,4,4,3,1,3,3,35,3,own,2,skilled employee / official,1,2,1
0,1,14,2,car (new),3973,1,1,1,3,1,4,4,22,3,for free,1,skilled employee / official,1,1,1
1,2,12,2,car (new),888,1,5,4,3,1,4,3,41,1,own,1,unskilled - resident,2,1,1
0,4,48,2,domestic appliances,10222,5,4,4,3,1,3,3,37,2,own,1,skilled employee / official,1,2,1
0,2,30,0,business,4221,1,3,2,2,1,1,3,28,3,own,2,skilled employee / official,1,1,1
0,2,18,4,radio/television,6361,1,5,2,3,1,1,4,41,3,own,1,skilled employee / official,1,2,1
0,3,12,2,domestic appliances,1297,1,3,3,4,1,4,1,23,3,rent,1,skilled employee / official,1,1,1
1,1,12,2,car (new),900,5,3,4,4,1,2,3,23,3,own,1,skilled employee / official,1,1,1
0,4,21,2,radio/television,2241,1,5,4,3,1,2,1,50,3,own,2,skilled employee / official,1,1,1
0,2,6,3,radio/television,1050,1,1,4,3,1,1,2,35,2,own,2,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,3,6,4,(vacation - does not exist?),1047,1,3,2,2,1,4,2,50,3,own,1,unskilled - resident,1,1,1
0,4,24,4,furniture/equipment,6314,1,1,4,3,0,2,4,27,1,own,2,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,2,30,1,radio/television,3496,4,3,4,3,1,2,3,34,2,own,1,skilled employee / official,2,2,1
0,4,48,1,business,3609,1,3,1,2,1,1,1,27,2,own,1,skilled employee / official,1,1,1
1,1,12,4,car (new),4843,1,5,3,3,0,4,2,43,3,rent,2,skilled employee / official,1,2,1
0,3,30,4,domestic appliances,3017,1,5,4,3,1,4,2,47,3,own,1,skilled employee / official,1,1,1
0,4,24,4,business,4139,2,3,3,3,1,3,2,27,3,own,2,unskilled - resident,1,2,1
0,4,36,2,business,5742,2,4,2,3,1,2,3,31,3,own,2,skilled employee / official,1,2,1
0,4,60,2,car (new),10366,1,5,2,3,1,4,2,42,3,own,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,4,6,4,car (new),2080,3,3,1,4,1,2,3,24,3,own,1,skilled employee / official,1,1,1
1,4,21,3,business,2580,3,2,4,3,1,2,1,41,1,own,1,unskilled - resident,2,1,1
0,4,30,4,domestic appliances,4530,1,4,4,2,1,4,3,26,3,rent,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,4,24,4,radio/television,5150,1,5,4,3,1,4,3,33,3,own,1,skilled employee / official,1,2,1
1,2,72,2,domestic appliances,5595,2,3,2,4,1,2,3,24,3,own,1,skilled employee / official,1,1,1
0,1,24,2,domestic appliances,2384,1,5,4,3,1,4,1,64,1,rent,1,unskilled - resident,1,1,1
0,4,18,2,domestic appliances,1453,1,2,3,2,1,1,1,26,3,own,1,skilled employee / official,1,1,1
0,4,6,2,(vacation - does not exist?),1538,1,2,1,2,1,2,4,56,3,own,1,skilled employee / official,1,1,1
0,4,12,2,domestic appliances,2279,5,3,4,3,1,4,4,37,3,for free,1,skilled employee / official,1,2,1
0,4,15,3,domestic appliances,1478,1,3,4,4,1,3,1,33,1,own,2,skilled employee / official,1,1,1
0,4,24,4,domestic appliances,5103,1,2,3,4,1,3,4,47,3,for free,3,skilled employee / official,1,2,1
0,2,36,3,business,9857,2,4,1,3,1,3,2,31,3,own,2,unskilled - resident,2,2,1
0,4,60,2,car (new),6527,5,3,4,3,1,4,4,34,3,for free,1,skilled employee / official,2,2,1
0,3,10,4,domestic appliances,1347,5,4,4,3,1,2,2,27,3,own,2,skilled employee / official,1,2,1
0,2,36,3,car (new),2862,2,5,4,3,1,3,4,30,3,for free,1,skilled employee / official,1,1,1
0,4,9,2,domestic appliances,2753,2,5,3,3,0,4,3,35,3,own,1,skilled employee / official,1,2,1
0,1,12,2,car (new),3651,4,3,1,3,1,3,2,31,3,own,1,skilled employee / official,2,1,1
0,1,15,4,radio/television,975,1,3,2,1,1,3,2,25,3,own,2,skilled employee / official,1,1,1
0,2,15,2,education,2631,2,3,3,2,1,2,1,25,3,own,1,unskilled - resident,1,1,1
0,2,24,2,domestic appliances,2896,2,2,2,3,1,1,3,29,3,own,1,skilled employee / official,1,1,1
0,1,6,4,car (new),4716,5,2,1,3,1,3,1,44,3,own,2,unskilled - resident,2,1,1
0,4,24,2,domestic appliances,2284,1,4,4,3,1,2,3,28,3,own,1,skilled employee / official,1,2,1
0,4,6,2,car (used),1236,3,3,2,3,1,4,2,50,3,rent,1,skilled employee / official,1,1,1
0,2,12,2,domestic appliances,1103,1,4,4,3,0,3,1,29,3,own,2,skilled employee / official,1,1,2
0,4,12,4,car (new),926,1,1,1,2,1,2,2,38,3,own,1,unemployed/ unskilled - non-resident,1,1,1
0,4,18,4,domestic appliances,1800,1,3,4,3,1,2,3,24,3,own,2,skilled employee / official,1,1,1
0,3,15,2,(vacation - does not exist?),1905,1,5,4,3,1,4,3,40,3,rent,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
1,4,12,2,radio/television,1123,3,3,4,2,1,4,3,29,3,rent,1,unskilled - resident,1,1,1
1,1,48,4,car (used),6331,1,5,4,3,1,4,4,46,3,for free,2,skilled employee / official,1,2,1
0,3,24,2,domestic appliances,1377,2,5,4,2,1,2,4,47,3,for free,1,skilled employee / official,1,2,1
0,2,30,3,business,2503,2,5,4,3,1,2,2,41,2,own,2,skilled employee / official,1,1,1
0,2,27,2,business,2528,1,2,4,2,1,1,2,32,3,own,1,skilled employee / official,2,2,1
0,4,15,2,car (new),5324,3,5,1,2,1,4,4,35,3,for free,1,skilled employee / official,1,1,1
1,2,48,2,car (new),6560,2,4,3,3,1,2,2,24,3,own,1,skilled employee / official,1,1,1
1,2,12,0,radio/television,2969,1,2,4,2,1,3,2,25,3,rent,2,skilled employee / official,1,1,1
0,2,9,2,domestic appliances,1206,1,5,4,2,1,4,1,25,3,own,1,skilled employee / official,1,1,1
0,2,9,2,domestic appliances,2118,1,3,2,3,1,2,1,37,3,own,1,unskilled - resident,2,1,1
0,4,18,4,domestic appliances,629,3,5,4,3,1,3,2,32,1,own,2,management/ self-employed/ highly qualified employee/ officer,1,2,1
1,1,6,1,(vacation - does not exist?),1198,1,5,4,2,1,4,4,35,3,for free,1,skilled employee / official,1,1,1
0,4,21,2,car (used),2476,5,5,4,3,1,4,1,46,3,own,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,1,9,4,domestic appliances,1138,1,3,4,3,1,4,1,25,3,own,2,unskilled - resident,1,1,1
1,2,60,2,car (new),14027,1,4,4,3,1,2,4,27,3,own,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,4,30,4,car (used),7596,5,5,1,3,1,4,3,63,3,own,2,skilled employee / official,1,1,1
0,4,30,4,domestic appliances,3077,5,5,3,3,1,2,3,40,3,own,2,skilled employee / official,2,2,1
0,4,18,2,domestic appliances,1505,1,3,4,3,1,2,4,32,3,for free,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,3,24,4,domestic appliances,3148,5,3,3,3,1,2,3,31,3,own,2,skilled employee / official,1,2,1
0,2,20,0,car (used),6148,2,5,3,4,1,4,3,31,1,own,2,skilled employee / official,1,2,1
1,3,9,0,domestic appliances,1337,1,2,4,3,1,2,3,34,3,own,2,management/ self-employed/ highly qualified employee/ officer,1,2,1
1,2,6,1,(vacation - does not exist?),433,4,2,4,2,1,2,2,24,1,rent,1,skilled employee / official,2,1,1
1,1,12,2,car (new),1228,1,3,4,2,1,2,1,24,3,own,1,unskilled - resident,1,1,1
0,2,9,2,domestic appliances,790,3,3,4,2,1,3,1,66,3,own,1,unskilled - resident,1,1,1
1,4,27,2,car (new),2570,1,3,3,2,1,3,1,21,3,rent,1,skilled employee / official,1,1,1
0,4,6,4,car (new),250,4,3,2,2,1,2,1,41,1,own,2,unskilled - resident,1,1,1
0,4,15,4,domestic appliances,1316,3,3,2,4,1,2,2,47,3,own,2,unskilled - resident,1,1,1
1,1,18,2,domestic appliances,1882,1,3,4,2,1,4,3,25,1,rent,2,skilled employee / official,1,1,1
1,2,48,1,business,6416,1,5,4,2,1,3,4,59,3,rent,1,skilled employee / official,1,1,1
0,3,24,4,business,1275,4,3,2,1,1,4,1,36,3,own,2,skilled employee / official,1,2,1
0,2,24,3,domestic appliances,6403,1,2,1,3,1,2,3,33,3,own,1,skilled employee / official,1,1,1
1,1,24,2,domestic appliances,1987,1,3,2,3,1,4,1,21,3,rent,1,unskilled - resident,2,1,1
0,2,8,2,domestic appliances,760,1,4,4,2,0,2,1,44,3,own,1,unskilled - resident,1,1,1
0,4,24,2,car (used),2603,4,3,2,2,1,4,3,28,3,rent,1,skilled employee / official,1,2,1
0,4,4,4,car (new),3380,1,4,1,2,1,1,1,37,3,own,1,skilled employee / official,2,1,1
0,2,36,1,repairs,3990,5,2,3,2,1,2,4,29,1,own,1,unemployed/ unskilled - non-resident,1,1,1
1,2,24,2,car (used),11560,1,3,1,2,1,4,3,23,3,rent,2,management/ self-employed/ highly qualified employee/ officer,1,1,1
0,1,18,2,car (new),4380,2,3,3,3,1,4,3,35,3,own,1,unskilled - resident,2,2,1
0,4,6,4,car (new),6761,1,4,1,3,1,3,4,45,3,own,2,management/ self-employed/ highly qualified employee/ officer,2,2,1
1,2,30,0,business,4280,2,3,4,2,1,4,3,26,3,rent,2,unskilled - resident,1,1,1
0,1,24,1,car (new),2325,2,4,2,3,1,3,3,32,1,own,1,skilled employee / official,1,1,1
0,2,10,1,domestic appliances,1048,1,3,4,3,1,4,1,23,2,own,1,unskilled - resident,1,1,1
0,4,21,2,domestic appliances,3160,5,5,4,3,1,3,2,41,3,own,1,skilled employee / official,1,2,1
0,1,24,1,radio/television,2483,3,3,4,3,1,4,1,22,2,own,1,skilled employee / official,1,2,1
0,1,39,4,radio/television,14179,5,4,4,3,1,4,2,30,3,own,2,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,1,13,4,business,1797,1,2,3,3,1,1,2,28,1,own,2,unskilled - resident,1,1,1
0,1,15,2,car (new),2511,1,1,1,2,1,4,3,23,3,rent,1,skilled employee / official,1,1,1
1,1,12,2,car (new),1274,1,2,3,2,1,1,1,37,3,own,1,unskilled - resident,1,1,1
0,4,21,2,car (used),5248,5,3,1,3,1,3,3,26,3,own,1,skilled employee / official,1,1,1
0,4,15,2,car (used),3029,1,4,2,3,1,2,3,33,3,own,1,skilled employee / official,1,1,1
0,1,6,2,radio/television,428,1,5,2,2,1,1,2,49,1,own,1,skilled employee / official,1,2,1
1,1,18,2,car (new),976,1,2,1,2,1,2,3,23,3,own,1,unskilled - resident,1,1,1
0,2,12,2,business,841,2,4,2,2,1,4,1,23,3,rent,1,unskilled - resident,1,1,1
0,4,30,4,domestic appliances,5771,1,4,4,2,1,2,3,25,3,own,2,skilled employee / official,1,1,1
1,4,12,3,education,1555,4,5,4,3,1,4,4,55,3,for free,2,skilled employee / official,2,1,1
1,1,24,2,car (new),1285,5,4,4,2,1,4,4,32,3,rent,1,skilled employee / official,1,1,1
0,3,6,4,car (new),1299,1,3,1,3,1,1,1,74,3,own,3,unemployed/ unskilled - non-resident,2,1,2
1,3,15,4,domestic appliances,1271,5,3,3,3,1,4,4,39,3,for free,2,skilled employee / official,1,2,1
0,4,24,2,car (new),1393,1,3,2,3,0,2,1,31,3,own,1,skilled employee / official,1,2,1
1,1,12,4,car (new),691,1,5,4,3,1,3,2,35,3,own,2,skilled employee / official,1,1,1
0,4,15,4,car (new),5045,5,5,1,2,1,4,3,59,3,own,1,skilled employee / official,1,2,1
1,1,18,4,radio/television,2124,1,3,4,2,1,4,1,24,3,rent,2,skilled employee / official,1,1,1
0,1,12,2,domestic appliances,2214,1,3,4,3,1,3,2,24,3,own,1,unskilled - resident,1,1,1
1,4,21,4,car (new),12680,5,5,4,3,1,4,4,30,3,for free,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,4,24,4,car (new),2463,2,4,4,4,1,3,2,27,3,own,2,skilled employee / official,1,2,1
0,2,12,2,domestic appliances,1155,1,5,3,4,0,3,1,40,1,own,2,unskilled - resident,1,1,1
1,1,30,2,radio/television,3108,1,2,2,1,1,4,2,31,3,own,1,unskilled - resident,1,1,1
0,4,10,2,car (used),2901,5,2,1,2,1,4,1,31,3,rent,1,skilled employee / official,1,1,1
0,2,12,4,radio/television,3617,1,5,1,3,1,4,3,28,3,rent,3,skilled employee / official,1,2,1
0,4,12,4,domestic appliances,1655,1,5,2,3,1,4,1,63,3,own,2,unskilled - resident,1,2,1
0,1,24,2,car (used),2812,5,5,2,2,1,4,1,26,3,rent,1,skilled employee / official,1,1,1
1,1,36,4,(vacation - does not exist?),8065,1,3,3,2,1,2,4,25,3,own,2,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,4,21,4,car (used),3275,1,5,1,3,1,4,3,36,3,own,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,4,24,4,domestic appliances,2223,2,5,4,3,1,4,2,52,1,own,2,skilled employee / official,1,1,1
0,3,12,4,car (new),1480,3,1,2,3,1,4,4,66,1,for free,3,unemployed/ unskilled - non-resident,1,1,1
1,1,24,2,car (new),1371,5,3,4,2,1,4,1,25,3,rent,1,skilled employee / official,1,1,1
0,4,36,4,car (new),3535,1,4,4,3,1,4,3,37,3,own,2,skilled employee / official,1,2,1
0,1,18,2,domestic appliances,3509,1,4,4,2,0,1,1,25,3,own,1,skilled employee / official,1,1,1
0,4,36,4,car (used),5711,4,5,4,3,1,2,3,38,3,own,2,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,2,18,2,education,3872,1,1,2,2,1,4,3,67,3,own,1,skilled employee / official,1,2,1
1,2,39,4,domestic appliances,4933,1,4,2,3,0,2,1,25,3,own,2,skilled employee / official,1,1,1
0,4,24,4,car (new),1940,4,5,4,3,1,4,1,60,3,own,1,skilled employee / official,1,2,1
0,2,12,0,retraining,1410,1,3,2,3,1,2,1,31,3,own,1,unskilled - resident,1,2,1
1,2,12,2,car (new),836,2,2,4,2,1,2,2,23,1,own,1,unskilled - resident,1,1,1
0,2,20,2,car (used),6468,5,1,1,1,1,4,1,60,3,own,1,management/ self-employed/ highly qualified employee/ officer,1,2,1
0,2,18,2,business,1941,4,3,4,3,1,2,2,35,3,own,1,unskilled - resident,1,2,1
0,4,22,2,domestic appliances,2675,3,5,3,3,1,4,3,40,3,own,1,skilled employee / official,1,1,1
0,4,48,4,car (used),2751,5,5,4,3,1,3,3,38,3,own,2,skilled employee / official,2,2,1
1,2,48,3,(vacation - does not exist?),6224,1,5,4,3,1,4,4,50,3,for free,1,skilled employee / official,1,1,1
1,1,40,4,(vacation - does not exist?),5998,1,3,4,3,1,3,4,27,1,own,1,skilled employee / official,1,2,1
1,2,21,2,business,1188,1,5,2,2,1,4,2,39,3,own,1,skilled employee / official,2,1,1
0,4,24,2,car (used),6313,5,5,3,3,1,4,3,41,3,own,1,management/ self-employed/ highly qualified employee/ officer,2,2,1
0,4,6,4,radio/television,1221,5,3,1,4,1,2,2,27,3,own,2,skilled employee / official,1,1,1
0,3,24,2,radio/television,2892,1,5,3,1,1,4,4,51,3,for free,1,skilled employee / official,1,1,1
0,4,24,2,radio/television,3062,3,5,4,3,1,3,4,32,3,rent,1,skilled employee / official,1,2,1
0,4,9,2,radio/television,2301,2,2,2,2,1,4,2,22,3,rent,1,skilled employee / official,1,1,1
1,1,18,2,car (used),7511,5,5,1,3,1,4,2,51,3,for free,1,skilled employee / official,2,2,1
